Row	viability
CIT_204	1.0285
CIT_205	0.87
CIT_206	0.85
CIT_207	0.71
CIT_208	0.66
CIT_209	0.916
CIT_210	1.0909
CIT_211	1.0367
CIT_212	1.0876
CIT_213	1.0805
CIT_214	1.0439
CIT_215	1.0369
CIT_216	1.0599
CIT_217	0.908
CIT_218	0.905
CIT_219	0.977
CIT_220	0.971
CIT_221	0.971
CIT_222	1.0055
CIT_223	0.75
CIT_224	0.69
CIT_225	1.0264
CIT_226	0.954
CIT_227	1.226
CIT_228	1.159
CIT_229	1.0629
CIT_230	1.0053
CIT_231	0.88
CIT_232	0.64
CIT_233	1.121
CIT_234	0.98
CIT_235	1.19
CIT_236	1.0428
CIT_237	0.923
CIT_238	0.82
CIT_239	0.85
CIT_240	0.55
CIT_241	0.987
CIT_242	1.238
CIT_243	0.935
CIT_244	0.9
CIT_245	0.75
CIT_246	0.73
CIT_247	0.57
CIT_248	0.65
CIT_249	0.94
CIT_250	0.89
CIT_251	1.032
CIT_252	0.924
CIT_253	0.9955
CIT_254	0.9918
CIT_255	1.0677
CIT_256	0.61
CIT_257	0.988
CIT_258	0.952
CIT_259	1.11
CIT_260	0.903
CIT_261	0.66
CIT_262	0.55
CIT_263	0.54
CIT_264	0.08
CIT_265	0.82
CIT_266	0.989
CIT_267	0.908
CIT_268	1.0048
CIT_269	0.84
CIT_270	0.932
CIT_271	0.78
CIT_272	0.66
CIT_273	0.86
CIT_274	0.917
CIT_275	0.83
CIT_276	0.977
CIT_277	0.9
CIT_278	0.9
CIT_279	0.56
CIT_280	0.42
CIT_281	1.0104
CIT_282	0.99
CIT_283	1.044
CIT_284	1.0465
CIT_285	0.9937
CIT_286	1.0194
CIT_287	0.931
CIT_288	0.85
CIT_289	0.951
CIT_290	1.0252
CIT_291	0.964
CIT_292	1.0197
CIT_293	0.984
CIT_294	0.9971
CIT_295	0.89
CIT_296	0.98
CIT_297	1.0282
CIT_298	1.031
CIT_299	0.81
CIT_300	0.54
CIT_301	0.46
CIT_302	0.33
CIT_303	0.33
CIT_304	0.27
CIT_305	0.925
CIT_306	1.131
CIT_307	0.961
CIT_308	1.151
CIT_309	0.974
CIT_310	1.0272
CIT_311	0.62
CIT_312	0.52
CIT_313	1.052
CIT_314	1.017
CIT_315	1.0665
CIT_316	0.99976
CIT_317	0.88
CIT_318	0.67
CIT_319	0.25
CIT_320	0.26
CIT_321	0.99
CIT_322	1.0577
CIT_323	1.0419
CIT_324	0.9955
CIT_325	0.63
CIT_326	0.54
CIT_327	0.42
CIT_328	0.33
CIT_329	0.9
CIT_330	0.982
CIT_331	0.928
CIT_332	0.982
CIT_333	0.925
CIT_334	1.0065
CIT_335	0.925
CIT_336	0.941
CIT_337	1.0011
CIT_338	1.0283
CIT_339	0.948
CIT_340	0.88
CIT_341	0.85
CIT_342	0.85
CIT_343	0.84
CIT_344	0.61
CIT_345	1.004
CIT_346	1.0031
CIT_347	0.946
CIT_348	0.95
CIT_349	0.9927
CIT_350	0.75
CIT_351	0.79
CIT_352	0.63
CIT_353	0.942
CIT_354	0.84
CIT_355	0.79
CIT_356	0.68
CIT_357	0.65
CIT_358	0.52
CIT_359	0.57
CIT_360	0.45
CIT_361	0.83
CIT_362	0.86
CIT_363	0.81
CIT_364	0.9901
CIT_365	1.00085
CIT_366	1.128
CIT_367	1.248
CIT_368	1.0326
CIT_369	1.0248
CIT_370	1.0248
CIT_371	1.115
CIT_372	0.9954
CIT_373	0.8
CIT_374	0.8
CIT_375	0.53
CIT_376	0.42
CIT_377	1.0688
CIT_378	0.78
CIT_379	0.74
CIT_380	0.79
CIT_381	0.75
CIT_382	0.65
CIT_383	0.77
CIT_384	0.63
CIT_385	0.83
CIT_386	0.73
CIT_387	0.86
CIT_388	0.914
CIT_389	0.72
CIT_390	0.65
CIT_391	0.5
CIT_392	0.39
CIT_393	0.89
CIT_394	1.0605
CIT_395	1.0465
CIT_396	1.0774
CIT_397	0.85
CIT_398	0.76
CIT_399	0.58
CIT_400	0.54
CIT_401	0.96
CIT_402	1.0057
CIT_403	0.9959
CIT_404	1.0221
CIT_405	0.88
CIT_406	0.76
CIT_407	0.7
CIT_408	0.61
CIT_409	0.934
CIT_410	0.981
CIT_411	0.5
CIT_412	0.915
CIT_413	0.69
CIT_414	0.75
CIT_415	0.51
CIT_416	0.54
CIT_417	1.0319
CIT_418	0.52
CIT_419	1.0523
CIT_420	0.9963
CIT_421	0.76
CIT_422	0.63
CIT_423	0.65
CIT_424	0.38
CIT_425	0.967
CIT_426	0.948
CIT_427	0.988
CIT_428	0.948
CIT_429	0.929
CIT_430	0.81
CIT_431	0.79
CIT_432	0.64
CIT_433	0.9961
CIT_434	1.158
CIT_435	0.948
CIT_436	1.0287
CIT_437	0.66
CIT_438	1.0191
CIT_439	0.63
CIT_440	0.55
CIT_441	1.244
CIT_442	1.11
CIT_443	1.13
CIT_444	0.943
CIT_445	0.947
CIT_446	0.82
CIT_447	0.67
CIT_448	0.47
CIT_449	1.0602
CIT_450	1.188
CIT_451	0.82
CIT_452	1.0241
CIT_453	0.912
CIT_454	0.972
CIT_455	0.95
CIT_456	0.68
CIT_457	0.914
CIT_458	1.0298
CIT_459	0.948
CIT_460	0.94
CIT_461	0.82
CIT_462	1.15
CIT_463	0.86
CIT_464	0.88
CIT_465	1.0185
CIT_466	1.231
CIT_467	1.154
CIT_468	1.0459
CIT_469	0.941
CIT_470	1.138
CIT_471	0.69
CIT_472	0.29
CIT_473	1.0121
CIT_474	1.0974
CIT_475	0.908
CIT_476	0.965
CIT_477	0.81
CIT_478	0.88
CIT_479	0.77
CIT_480	0.84
CIT_481	0.946
CIT_482	0.944
CIT_483	0.87
CIT_484	0.906
CIT_485	0.89
CIT_486	0.62
CIT_487	0.47
CIT_488	0.29
CIT_489	1.109
CIT_490	0.82
CIT_491	1.0779
CIT_492	0.82
CIT_493	0.8
CIT_494	0.82
CIT_495	0.75
CIT_496	0.58
CIT_497	0.957
CIT_498	1.0343
CIT_499	1.149
CIT_500	1.105
CIT_501	1.0055
CIT_502	1.0011
CIT_503	0.72
CIT_504	0.78
CIT_505	1.214
CIT_506	0.77
CIT_507	1.0082
CIT_508	0.75
CIT_509	0.82
CIT_510	0.63
CIT_511	0.7
CIT_512	0.43
CIT_513	0.75
CIT_514	1.0393
CIT_515	1.0632
CIT_516	1.129
CIT_517	1.127
CIT_518	1.129
CIT_519	1.0421
CIT_520	0.925
CIT_521	1.1
CIT_522	1.0793
CIT_523	1.119
CIT_524	1.0951
CIT_525	0.73
CIT_526	0.76
CIT_527	0.54
CIT_528	0.54
CIT_529	0.84
CIT_530	1.0638
CIT_531	0.87
CIT_532	1.0149
CIT_533	0.75
CIT_534	0.902
CIT_535	0.73
CIT_536	0.8
CIT_537	0.86
CIT_538	0.959
CIT_539	0.74
CIT_540	1.0743
CIT_541	0.85
CIT_542	0.969
CIT_543	0.65
CIT_544	0.64
CIT_545	1.138
CIT_546	1.182
CIT_547	1.209
CIT_548	0.984
CIT_549	0.9975
CIT_550	0.88
CIT_551	0.87
CIT_552	0.67
CIT_553	0.88
CIT_554	1.0629
CIT_555	0.89
CIT_556	1.135
CIT_557	0.83
CIT_558	0.86
CIT_559	0.73
CIT_560	0.67
CIT_561	1.01
CIT_562	1.271
CIT_563	0.986
CIT_564	1.0459
CIT_565	0.72
CIT_566	0.85
CIT_567	0.64
CIT_568	0.55
CIT_569	1.0121
CIT_570	1.111
CIT_571	0.9
CIT_572	0.81
CIT_573	1.143
CIT_574	1.0849
CIT_575	0.924
CIT_576	0.73
CIT_577	0.936
CIT_578	1.148
CIT_579	0.94
CIT_580	0.991
CIT_581	0.64
CIT_582	0.64
CIT_583	0.5
CIT_584	0.63
CIT_585	0.976
CIT_586	1.149
CIT_587	0.918
CIT_588	0.958
CIT_589	0.89
CIT_590	0.944
CIT_591	0.956
CIT_592	0.85
CIT_593	0.914
CIT_594	0.933
CIT_595	0.88
CIT_596	0.61
CIT_597	0.939
CIT_598	0.67
CIT_599	0.57
CIT_600	0.26
CIT_601	1.14
CIT_602	1.234
CIT_603	1.0537
CIT_604	1.0601
CIT_605	0.982
CIT_606	0.83
CIT_607	0.74
CIT_608	0.6
CIT_609	1.255
CIT_610	1.279
CIT_611	0.983
CIT_612	0.94
CIT_613	0.925
CIT_614	0.989
CIT_615	0.78
CIT_616	0.64
CIT_617	1.0581
CIT_618	0.86
CIT_619	0.84
CIT_620	0.72
CIT_621	0.63
CIT_622	0.63
CIT_623	0.65
CIT_624	0.53
CIT_625	0.88
CIT_626	1.0984
CIT_627	0.76
CIT_628	1.223
CIT_629	1.0295
CIT_630	1.228
CIT_631	1.179
CIT_632	1.0291
CIT_633	1.0872
CIT_634	1.202
CIT_635	1.0471
CIT_636	1.0551
CIT_637	0.86
CIT_638	0.99
CIT_639	0.73
CIT_640	0.49
CIT_641	0.85
CIT_642	0.81
CIT_643	0.79
CIT_644	0.959
CIT_645	0.69
CIT_646	0.83
CIT_647	0.7
CIT_648	0.84
CIT_649	0.48
CIT_650	0.916
CIT_651	1.0227
CIT_652	1.257
CIT_653	0.88
CIT_654	0.912
CIT_655	0.47
CIT_656	0.43
CIT_657	0.985
CIT_658	1.0703
CIT_659	0.996
CIT_660	1.044
CIT_661	0.973
CIT_662	1.0084
CIT_663	0.87
CIT_664	0.86
CIT_665	0.9958
CIT_666	1.0338
CIT_667	0.9912
CIT_668	1.0012
CIT_669	1.0251
CIT_670	0.976
CIT_671	0.9
CIT_672	0.32
CIT_673	1.0327
CIT_674	1.099
CIT_675	0.88
CIT_676	0.86
CIT_677	0.63
CIT_678	0.58
CIT_679	0.37
CIT_680	0.27
CIT_681	0.954
CIT_682	0.98
CIT_683	1.0664
CIT_684	1.0222
CIT_685	1.0532
CIT_686	1.0591
CIT_687	0.974
CIT_688	0.933
CIT_689	1.026
CIT_690	1.0736
CIT_691	1.0202
CIT_692	0.955
CIT_693	0.87
CIT_694	0.78
CIT_695	0.71
CIT_696	0.53
CIT_697	0.967
CIT_698	1.0621
CIT_699	0.9947
CIT_700	0.954
CIT_701	0.89
CIT_702	0.82
CIT_703	0.72
CIT_704	0.43
CIT_705	0.85
CIT_706	0.903
CIT_707	0.89
CIT_708	1.042
CIT_709	0.946
CIT_710	0.92
CIT_711	0.84
CIT_712	0.49
CIT_713	1.151
CIT_714	1.00035
CIT_715	0.973
CIT_716	1.149
CIT_717	0.954
CIT_718	0.945
CIT_719	0.927
CIT_720	0.7
CIT_721	0.87
CIT_722	1.153
CIT_723	1.0682
CIT_724	1.335
CIT_725	1.0131
CIT_726	0.9961
CIT_727	0.82
CIT_728	0.48
CIT_729	0.82
CIT_730	0.927
CIT_731	0.83
CIT_732	0.981
CIT_733	0.964
CIT_734	0.72
CIT_735	0.59
CIT_736	0.74
CIT_737	0.87
CIT_738	0.77
CIT_739	1.0118
CIT_740	1.17
CIT_741	1.0119
CIT_742	1.172
CIT_743	1.136
CIT_744	0.88
CIT_745	1.148
CIT_746	1.0634
CIT_747	0.984
CIT_748	1.165
CIT_749	0.73
CIT_750	0.72
CIT_751	0.46
CIT_752	0.39
CIT_753	0.88
CIT_754	1.029
CIT_755	1.027
CIT_756	1.106
CIT_757	1.0215
CIT_758	0.88
CIT_759	1.0577
CIT_760	1.0613
CIT_761	1.0055
CIT_762	1.084
CIT_763	0.89
CIT_764	0.982
CIT_765	0.89
CIT_766	0.7
CIT_767	0.77
CIT_768	0.77
CIT_769	1.271
CIT_770	1.0757
CIT_771	1.143
CIT_772	1.0146
CIT_773	1.0694
CIT_774	0.923
CIT_775	1.0847
CIT_776	0.71
CIT_777	1.173
CIT_778	0.934
CIT_779	1.052
CIT_780	0.962
CIT_781	0.89
CIT_782	0.81
CIT_783	0.88
CIT_784	0.59
CIT_785	0.911
CIT_786	1.0869
CIT_787	1.0677
CIT_788	1.159
CIT_789	0.86
CIT_790	0.87
CIT_791	0.72
CIT_792	0.85
CIT_793	1.0417
CIT_794	1.205
CIT_795	0.75
CIT_796	1.128
CIT_797	0.915
CIT_798	1.102
CIT_799	1.0029
CIT_800	1.129
CIT_801	1.313
CIT_802	0.75
CIT_803	1.111
CIT_804	1.115
CIT_805	0.87
CIT_806	0.8
CIT_807	0.87
CIT_808	0.56
CIT_809	0.9926
CIT_810	1.255
CIT_811	0.963
CIT_812	0.948
CIT_813	1.048
CIT_814	1.199
CIT_815	0.78
CIT_816	0.953
CIT_817	0.81
CIT_818	1.145
CIT_819	0.78
CIT_820	0.82
CIT_821	1.11
CIT_822	1.0588
CIT_823	0.81
CIT_824	0.966
CIT_825	0.98
CIT_826	1.0782
CIT_827	0.969
CIT_828	0.9
CIT_829	1.0332
CIT_830	1.261
CIT_831	0.66
CIT_832	0.38
CIT_833	1.248
CIT_834	0.978
CIT_835	0.7
CIT_836	0.4
CIT_837	0.37
CIT_838	0.08
CIT_839	0.07
CIT_840	0.01
CIT_841	1.206
CIT_842	0.78
CIT_843	1.0626
CIT_844	0.71
CIT_845	0.916
CIT_846	0.64
CIT_847	0.58
CIT_848	0.44
CIT_849	0.73
CIT_850	0.89
CIT_851	1.0874
CIT_852	0.909
CIT_853	1.0738
CIT_854	1.227
CIT_855	1.0588
CIT_856	0.917
CIT_857	1.144
CIT_858	0.982
CIT_859	0.938
CIT_860	0.9978
CIT_861	0.88
CIT_862	0.62
CIT_863	0.59
CIT_864	0.33
CIT_865	0.88
CIT_866	0.93
CIT_867	0.86
CIT_868	0.902
CIT_869	0.83
CIT_870	0.934
CIT_871	0.7
CIT_872	0.74
CIT_873	0.77
CIT_874	0.951
CIT_875	0.905
CIT_876	1.0731
CIT_877	0.87
CIT_878	1.185
CIT_879	0.76
CIT_880	0.55
CIT_881	1.0357
CIT_882	0.946
CIT_883	0.89
CIT_884	1.0683
CIT_885	0.82
CIT_886	0.47
CIT_887	0.43
CIT_888	0.32
CIT_889	0.89
CIT_890	0.99
CIT_891	0.96
CIT_892	1.0636
CIT_893	0.74
CIT_894	0.6
CIT_895	0.55
CIT_896	0.31
CIT_897	0.89
CIT_898	1.0803
CIT_899	0.82
CIT_900	0.62
CIT_901	0.56
CIT_902	0.56
CIT_903	0.42
CIT_904	0.54
CIT_905	0.89
CIT_906	0.901
CIT_907	1.0594
CIT_908	0.959
CIT_909	1.0432
CIT_910	1.0435
CIT_911	0.86
CIT_912	0.51
CIT_913	1.024
CIT_914	1.179
CIT_915	1.0872
CIT_916	0.974
CIT_917	0.74
CIT_918	0.53
CIT_919	0.59
CIT_920	0.25
CIT_921	0.82
CIT_922	1.0718
CIT_923	1.175
CIT_924	0.79
CIT_925	0.84
CIT_926	0.73
CIT_927	0.68
CIT_928	0.52
CIT_929	0.99
CIT_930	0.945
CIT_931	0.89
CIT_932	1.0178
CIT_933	0.94
CIT_934	0.919
CIT_935	0.43
CIT_936	0.37
CIT_937	1.0295
CIT_938	0.957
CIT_939	1.154
CIT_940	1.0745
CIT_941	1.0133
CIT_942	0.965
CIT_943	1.0428
CIT_944	1.0304
CIT_945	0.911
CIT_946	0.9
CIT_947	1.132
CIT_948	1.0374
CIT_949	1.0941
CIT_950	0.911
CIT_951	0.922
CIT_952	0.84
CIT_953	0.83
CIT_954	0.7
CIT_955	0.43
CIT_956	0.21
CIT_957	0.11
CIT_958	0.09
CIT_959	0.06
CIT_960	0.06
CIT_961	1.0128
CIT_962	1.16
CIT_963	0.989
CIT_964	1.105
CIT_965	1.0368
CIT_966	0.9964
CIT_967	0.86
CIT_968	0.965
CIT_969	0.919
CIT_970	0.965
CIT_971	0.936
CIT_972	0.92
CIT_973	0.78
CIT_974	0.88
CIT_975	0.53
CIT_976	0.52
CIT_977	0.921
CIT_978	1.116
CIT_979	0.78
CIT_980	0.41
CIT_981	0.23
CIT_982	0.14
CIT_983	0.07
CIT_984	0.04
CIT_985	1.084
CIT_986	0.911
CIT_987	0.97
CIT_988	1.114
CIT_989	1.0392
CIT_990	0.904
CIT_991	0.89
CIT_992	0.82
CIT_993	1.0461
CIT_994	0.963
CIT_995	1.0836
CIT_996	0.958
CIT_997	0.928
CIT_998	0.66
CIT_999	0.74
CIT_1000	0.49
CIT_1001	1.0834
CIT_1002	1.0377
CIT_1003	1.0446
CIT_1004	0.95
CIT_1005	0.979
CIT_1006	0.916
CIT_1007	0.78
CIT_1008	0.59
CIT_1009	0.955
CIT_1010	0.97
CIT_1011	0.934
CIT_1012	0.921
CIT_1013	0.907
CIT_1014	0.87
CIT_1015	0.83
CIT_1016	0.62
CIT_1017	1.029
CIT_1018	0.86
CIT_1019	0.968
CIT_1020	0.84
CIT_1021	1.0828
CIT_1022	0.96
CIT_1023	1.0444
CIT_1024	0.68
CIT_1025	1.0136
CIT_1026	1.143
CIT_1027	1.0161
CIT_1028	1.0149
CIT_1029	0.905
CIT_1030	0.6
CIT_1031	0.47
CIT_1032	0.24
CIT_1033	0.923
CIT_1034	0.89
CIT_1035	0.919
CIT_1036	1.0095
CIT_1037	0.967
CIT_1038	0.89
CIT_1039	0.84
CIT_1040	0.78
CIT_1041	0.937
CIT_1042	0.918
CIT_1043	0.93
CIT_1044	0.83
CIT_1045	0.945
CIT_1046	0.71
CIT_1047	0.59
CIT_1048	0.45
CIT_1049	1.0457
CIT_1050	1.212
CIT_1051	0.927
CIT_1052	1.194
CIT_1053	1.138
CIT_1054	1.0875
CIT_1055	1.137
CIT_1056	1.0717
CIT_1057	1.19
CIT_1058	0.926
CIT_1059	1.124
CIT_1060	1.104
CIT_1061	1.0722
CIT_1062	1.346
CIT_1063	0.951
CIT_1064	0.56
CIT_1065	0.938
CIT_1066	0.73
CIT_1067	0.47
CIT_1068	0.38
CIT_1069	0.28
CIT_1070	0.3
CIT_1071	0.26
CIT_1072	0.21
CIT_1073	0.966
CIT_1074	0.942
CIT_1075	1.0117
CIT_1076	0.947
CIT_1077	1.12
CIT_1078	1.0168
CIT_1079	1.169
CIT_1080	0.76
CIT_1081	1.0513
CIT_1082	0.9916
CIT_1083	1.177
CIT_1084	0.84
CIT_1085	0.87
CIT_1086	0.63
CIT_1087	0.35
CIT_1088	0.11
CIT_1089	0.89
CIT_1090	0.998
CIT_1091	0.83
CIT_1092	0.61
CIT_1093	0.39
CIT_1094	0.34
CIT_1095	0.28
CIT_1096	0.2
CIT_1097	0.979
CIT_1098	1.102
CIT_1099	0.903
CIT_1100	1.102
CIT_1101	1.00038
CIT_1102	0.923
CIT_1103	0.78
CIT_1104	0.68
CIT_1105	0.914
CIT_1106	0.943
CIT_1107	0.97
CIT_1108	0.89
CIT_1109	0.9954
CIT_1110	0.77
CIT_1111	1.0274
CIT_1112	0.73
CIT_1113	1.0014
CIT_1114	1.0859
CIT_1115	0.963
CIT_1116	1.0348
CIT_1117	1.0128
CIT_1118	0.972
CIT_1119	0.9
CIT_1120	0.54
CIT_1121	0.988
CIT_1122	0.81
CIT_1123	0.933
CIT_1124	0.82
CIT_1125	0.966
CIT_1126	0.68
CIT_1127	0.82
CIT_1128	0.69
CIT_1129	0.988
CIT_1130	1.0397
CIT_1131	1.0181
CIT_1132	1.0655
CIT_1133	0.955
CIT_1134	1.0721
CIT_1135	0.97
CIT_1136	0.97
CIT_1137	1.0136
CIT_1138	1.159
CIT_1139	1.0033
CIT_1140	1.0276
CIT_1141	0.86
CIT_1142	0.9
CIT_1143	0.62
CIT_1144	0.18
CIT_1145	1.0349
CIT_1146	1.0329
CIT_1147	0.9932
CIT_1148	0.984
CIT_1149	1.0047
CIT_1150	1.019
CIT_1151	0.965
CIT_1152	0.9
CIT_1153	0.9993
CIT_1154	0.953
CIT_1155	0.938
CIT_1156	0.974
CIT_1157	1.091
CIT_1158	0.937
CIT_1159	0.94
CIT_1160	0.76
CIT_1161	0.938
CIT_1162	1.155
CIT_1163	0.89
CIT_1164	1.106
CIT_1165	0.982
CIT_1166	1.008
CIT_1167	0.59
CIT_1168	1.0357
CIT_1169	0.89
CIT_1170	1.091
CIT_1171	0.89
CIT_1172	1.0548
CIT_1173	0.81
CIT_1174	0.78
CIT_1175	0.23
CIT_1176	1.186
CIT_1177	0.982
CIT_1178	1.0572
CIT_1179	0.83
CIT_1180	0.89
CIT_1181	0.76
CIT_1182	0.75
CIT_1183	0.56
CIT_1184	1.0927
CIT_1185	1.0409
CIT_1186	1.135
CIT_1187	0.99962
CIT_1188	1.218
CIT_1189	1.0062
CIT_1190	1.141
CIT_1191	0.75
CIT_1192	1.225
CIT_1193	1.0171
CIT_1194	1.226
CIT_1195	0.89
CIT_1196	0.86
CIT_1197	0.68
CIT_1198	0.65
CIT_1199	0.16
CIT_1200	1.0742
CIT_1201	0.952
CIT_1202	0.957
CIT_1203	1.019
CIT_1204	1.0018
CIT_1205	0.83
CIT_1206	0.84
CIT_1207	0.78
CIT_1208	0.88
CIT_1209	0.936
CIT_1210	0.967
CIT_1211	1.048
CIT_1212	0.9
CIT_1213	0.909
CIT_1214	0.84
CIT_1215	0.65
CIT_1216	1.0143
CIT_1217	1.122
CIT_1218	1.0801
CIT_1219	1.15
CIT_1220	1.0344
CIT_1221	1.0605
CIT_1222	0.903
CIT_1223	0.87
CIT_1224	1.0233
CIT_1225	1.0943
CIT_1226	1.0265
CIT_1227	1.0913
CIT_1228	1.0086
CIT_1229	0.988
CIT_1230	0.78
CIT_1231	0.54
CIT_1232	1.0853
CIT_1233	1.209
CIT_1234	1.0477
CIT_1235	0.965
CIT_1236	0.89
CIT_1237	0.988
CIT_1238	0.87
CIT_1239	0.89
CIT_1240	0.99924
CIT_1241	0.9918
CIT_1242	0.905
CIT_1243	0.88
CIT_1244	0.974
CIT_1245	0.84
CIT_1246	0.89
CIT_1247	0.67
CIT_1248	1.119
CIT_1249	1.0311
CIT_1250	1.0056
CIT_1251	0.82
CIT_1252	0.73
CIT_1253	0.67
CIT_1254	0.6
CIT_1255	0.57
CIT_1256	1.0457
CIT_1257	0.9909
CIT_1258	1.0023
CIT_1259	0.968
CIT_1260	1.0055
CIT_1261	0.914
CIT_1262	0.9
CIT_1263	0.88
CIT_1264	0.917
CIT_1265	1.0842
CIT_1266	0.82
CIT_1267	1.0594
CIT_1268	0.916
CIT_1269	1.0313
CIT_1270	0.68
CIT_1271	0.64
CIT_1272	0.987
CIT_1273	1.106
CIT_1274	1.133
CIT_1275	1.107
CIT_1276	0.97
CIT_1277	1.0286
CIT_1278	0.921
CIT_1279	0.77
CIT_1280	0.988
CIT_1281	1.0663
CIT_1282	1.13
CIT_1283	0.989
CIT_1284	0.99
CIT_1285	1.0269
CIT_1286	1.026
CIT_1287	0.61
CIT_1288	0.931
CIT_1289	0.963
CIT_1290	0.934
CIT_1291	0.81
CIT_1292	0.74
CIT_1293	0.78
CIT_1294	0.72
CIT_1295	0.59
CIT_1296	0.921
CIT_1297	1.0722
CIT_1298	0.943
CIT_1299	0.9983
CIT_1300	1.126
CIT_1301	1.0682
CIT_1302	1.0402
CIT_1303	0.9
CIT_1304	1.113
CIT_1305	0.982
CIT_1306	1.11
CIT_1307	1.128
CIT_1308	0.9944
CIT_1309	0.982
CIT_1310	0.77
CIT_1311	0.42
CIT_1312	0.952
CIT_1313	0.952
CIT_1314	1.0223
CIT_1315	0.83
CIT_1316	0.83
CIT_1317	0.79
CIT_1318	0.935
CIT_1319	0.8
CIT_1320	0.937
CIT_1321	0.978
CIT_1322	0.988
CIT_1323	1.1
CIT_1324	0.988
CIT_1325	0.961
CIT_1326	0.85
CIT_1327	0.63
CIT_1328	1.0451
CIT_1329	0.976
CIT_1330	1.121
CIT_1331	0.995
CIT_1332	0.921
CIT_1333	0.77
CIT_1334	0.79
CIT_1335	0.54
CIT_1336	0.9934
