	A	B	C	D	E
35	0.9323770491803278	0.4323770491803278	0.7652040037364826	0.28260200037812516	0.42390300056718777
36	0.0	-0.005	0.19000000298023223	-5.000000000000004e-05	-7.500000000000007e-07
37	0.6826923076923077	0.1826923076923077	0.5578231315824853	0.17891156430112654	0.2683673464516898
38	0.9175	0.4175	0.7584541069757129	0.27922705199774034	0.4188405779966105
39	0.9536516853932584	0.4536516853932584	0.7742262816832508	0.2871131393515093	0.4306697090272639
40	0.8577586206896551	0.35775862068965514	0.7269303210395677	0.2634651590296677	0.3951977385445016
41	0.8526785714285714	0.3526785714285714	0.723865878621003	0.2619329378203854	0.3928994067305781
42	0.36363636363636365	-0.0013636363636363635	0.19727273025295952	-1.3636363636363586e-05	-2.045454545454538e-07
43	0.9365384615384615	0.43653846153846154	0.7670250902527707	0.2835125436362692	0.4252688154544038
44	0.8854166666666666	0.38541666666666663	0.7424892711767641	0.27124463409826594	0.4068669511473989
45	0.9276315789473685	0.4276315789473685	0.7630922699957488	0.28154613350775826	0.4223192002616374
46	0.9556451612903226	0.4556451612903226	0.7750362850735492	0.28751814104665846	0.43127721156998766
47	0.9471153846153846	0.4471153846153846	0.7715289988647913	0.28576449794227954	0.4286467469134193
48	0.9496951219512195	0.4496951219512195	0.7726012208050083	0.286300608912388	0.429450913368582
49	0.9334677419354839	0.4334677419354839	0.7656840520528434	0.2828420245363056	0.42426303680445837
50	0.9508928571428571	0.4508928571428571	0.7730956246007902	0.28654781081027897	0.4298217162154184
51	0.8885135135135135	0.3885135135135135	0.7441217158565792	0.27206085643817346	0.4080912846572602
52	0.9477848101265822	0.4477848101265822	0.7718082039714049	0.28590410049558634	0.4288561507433795
53	0.9017857142857143	0.4017857142857143	0.7508896804550671	0.27544483873741743	0.41316725810612615
54	0.9221698113207547	0.4221698113207547	0.7606142734925299	0.2803071352561488	0.4204607028842232
55	0.9574742268041238	0.45747422680412375	0.7757743880242229	0.28788719252199535	0.431830788782993
56	0.65625	0.15625	0.5121951247878475	0.1560975609038076	0.2341463413557114
57	0.9375	0.4375	0.7674418611098393	0.2837209290648035	0.42558139359720526
58	0.7421875	0.2421875	0.6347031979377816	0.2173515974787747	0.326027396218162
59	0.48484848484848486	-0.00015151515151515138	0.19969697267720193	-1.515151515151525e-06	-2.2727272727272878e-08
60	0.9206730769230769	0.42067307692307687	0.7599261318043351	0.27996306441205143	0.41994459661807715
61	0.7053571428571429	0.2053571428571429	0.5906432768514263	0.195321636935597	0.2929824554033955
62	0.9450000000000001	0.44500000000000006	0.7706422024619629	0.28532109974086534	0.42798164961129803
63	0.9579081632653061	0.45790816326530615	0.7759487888928853	0.28797439295632654	0.4319615894344898
64	0.9551630434782609	0.45516304347826086	0.7748409208197202	0.287420458919744	0.431130688379616
65	0.12121212121212122	-0.003787878787878788	0.19242424540447467	-3.7878787878787845e-05	-5.681818181818177e-07
66	0.9040697674418605	0.4040697674418605	0.7520184551736755	0.2760092260967216	0.41401383914508244
67	0.9384328358208955	0.43843283582089554	0.7678447684872589	0.28392238275351334	0.42588357413027
68	0.8035714285714286	0.3035714285714286	0.6902654878693036	0.2451327424445357	0.3676991136668035
69	0.9520348837209303	0.45203488372093026	0.7735650348397607	0.2867825159297642	0.43017377389464634
70	0.7708333333333333	0.27083333333333326	0.6629213496690867	0.23146067334442721	0.3471910100166408
71	0.9484375	0.44843750000000004	0.772079772699036	0.2860398848594019	0.42905982728910286
72	0.9514705882352941	0.45147058823529407	0.7733333339458042	0.28666666548278597	0.42999999822417895
73	0.8472222222222223	0.3472222222222223	0.7204968953412245	0.26024844618049614	0.3903726692707442
74	0.8669354838709677	0.36693548387096775	0.7322970647575933	0.2661485308886805	0.39922279633302077
75	0.87109375	0.37109375	0.7346600340067924	0.26733001551328006	0.4009950232699201
76	0.9345238095238095	0.43452380952380953	0.7661469939704081	0.2830734954950879	0.42461024324263186
77	0.93125	0.43125	0.7647058830129234	0.2823529400163456	0.4235294100245184
78	0.9490740740740741	0.44907407407407407	0.772344014108554	0.2861720055641609	0.42925800834624134
79	0.9236111111111112	0.42361111111111116	0.7612732102284511	0.2806366036241094	0.4209549054361641
