	OXT_PTH_FN1_CCL3L1/CCL3L3_NRG1	SEMA7A_IGF1_HLA-C_PTPRF_KITLG	NGF_HGF_VEGFA_KITLG_GDF7	CGA_LTA_KITLG_IL10_TGFB2	OXT_TNF_VEGFA_KITLG_BTC	TNFSF14_TNF_EDN1_INHBA_KITLG	F2_IL1A_KITLG_NRG4_IL23A	INS_KITLG_TNFSF10_ADAM17_CCL4L1/CCL4L2	PTH_IFNA1/IFNA13_PDGFA_CTSG_KITLG	POMC_COL1A1_IL4_HLA-C_PTHLH	EREG_SEMA7A_AGT_COL1A1_BTC	OXT_COL1A1_FGF2_CD48_PTHLH	SLIT1_PTH_DCN_NTF3_CD80	TGFB1_PTHLH_IHH_RGMA	PTH_COL1A1_FLT3LG_HBEGF_IL23A	PTH_HLA-A_BMP4_LTB_IL23A	GAST_HRG_CD48_EFNA1_SHH	FN1_EDN1_CCL5_EFNA1_LRRC4B	IL1B_COL1A1_HLA-A_EFNA1_CCL4L1/CCL4L2	NRG2_INS_GAST_COL1A1_NTF3	F2_COL1A1_BMP4_AREG_NRG3	IFNG_IL1B_IL3_BMP4_NRG4	TGFB1_TNF_HLA-A_IL3_CCL4L1/CCL4L2	CCL3L1/CCL3L3_IL10_IL12A_BTC_CCL4L1/CCL4L2	HLA-A_WNT1_CD48_NRG3_SHH	EREG_F2_BDNF_IL34_NRG4	IFNG_DCN_NRG3_CCL8_CCL4L1/CCL4L2	HLA-B_FGF2_CCL3L1/CCL3L3_CD86_HBEGF	AGT_EFNA1_CD86_SST_IL34	NGF_DCN_INHBA_FGF2_SHH	WNT5A_FLT3LG_TNFSF10_TGFB2_IHH	KNG1_TGFA_LIF_TGFB2_ADAM17	IFNG_CTSG_NTF4_TNFSF10_PTH2	F2_GAST_VEGFA_IL16_HBEGF	GAST_CCL5_IL10_NRG3_FGF21	OXT_IFNB1_FGF1_RGMA_FGF23	GAST_IFNG_BDNF_FLT3LG_IL16	F2_EDN1_CD80_GAS6_NODAL	F2_PRL_IL4_FGF1_CTSG	F2_PRL_PTH_GAST_CCL4L1/CCL4L2	AGT_POMC_CGA_HGF_BTC	EGF_PDYN_CGA_CTSG_HLA-C	CGA_IGF2_IFNA1/IFNA13_IFNB1_LIF	CGA_HLA-A_EDN1_IL23A_LRRC4B	KNG1_EGF_HRG_LIF_IL23A	F2_IGF2_LIF_IL12A_RGMA	CCK_AREG_TGFB2_ADAM17_HBEGF	SLIT2_EGF_CCL5_CD86_CCL4L1/CCL4L2	HLA-C_CCL5_AREG_FGF21	NRG2_LIF_AREG_CCL3L1/CCL3L3_GDF7	CD48_AREG_TGFB2_IL16_RGMA	IFNB1_HLA-B_IL4_CD48_PTPRF	IGF2_HLA-A_HLA-C_IL12A_LEP	HRG_INHBA_CD86_IL16_SHH	TGFB1_PTH_IL10_SYK_CCL4L1/CCL4L2	PDGFA_BMP2_HGF_HBEGF_IL23A	TGFB1_IGF1_IL12A_NTF4_NODAL	IGF2_INHBA_LTB_NODAL_IL23A	IGF1_FGF1_IL3_CSF1_BMP4	WNT1_IGF1_IL3_BTC_HBEGF	EREG_PDYN_HGF_SST_IHH	SEMA7A_INS_INHBA_LRRC4B	INS_IL3_FGF2_PTPRF_NTF3	NGF_POMC_PTPRF_FLT3LG_IL23A	IL4_DCN_FGF2_PTPRF_GAS6	PDYN_GAST_HRG_BMP4_SYK	IFNA1/IFNA13_INHBA_PTPRF_SHH_FGF21	FGF1_PTPRF_BTC_CXCL12	EREG_POMC_INHBA_PTPRF_RGMA	TNFSF14_F2_AGT_PTH_IFNB1	OXT_INS_LTA_NRG1	LTA_CTSG_AREG_ADAM17_NRG1	EGF_TNF_IGF1_FGF2_HLA-C	EGF_INS_IL1B_HRG_FGF1	TNFSF11_AGT_PRL_IFNB1_PTPRF	POMC_LTA_IL1B_CD80_GDF7	AGT_NGF_GAST_TNF_CD86	TGFA_TNF_CCK_TNFSF10_TGFB2	TNFSF14_GAST_BMP4_IL16_IHH	TNF_EDN1_BDNF_TGFB2_LRRC4B	TNFSF14_CTSG_INHBA_CXCL12_SST	TNFSF14_KNG1_NRG3_SHH_NODAL	TNFSF14_INHBA_FGF2_VEGFA_CXCL12	TNFSF11_IFNB1_IL3_NRG3_SST	TNFSF11_TNFSF14_IFNA1/IFNA13_HLA-B_FGF21	SLIT3_TNF_IFNA1/IFNA13_COL1A1_RGMA	TNFSF11_AGT_TGFB1_IFNA1/IFNA13_TNFSF10	SLIT3_IL12A_TNFSF10_IL16_FGF23	IL4_BTC_TNFSF10_CCL4L1/CCL4L2_HBEGF	IL1A_BTC_SYK_TNFSF10_IHH	IL1A_CSF1_NTF4_ADAM17_IHH	IL1A_HRG_CTSG_HLA-C_TNFSF10	CCK_HLA-C_LEP_TNFSF10_IL16	LTA_IL1B_WNT1_IL12A_IHH	TNF_IL1B_IGF1_LIF_PTH2	TNFSF14_FGF2_KITLG_ADAM17_NRG4	SLIT3_TNF_PTHLH_IL12A_RGMA	TNFSF14_PDYN_IL12A_IHH	TNFSF14_IFNA1/IFNA13_PTPRF_CCL5_TNFSF10	NGF_CSF1_NTF4_TNFSF10_PTH2
ETS1	0.9478948799683307	0.9714187317917805	0.9690415270137974	0.9484597528031196	0.9561277520411277	0.9561207810966861	0.9688548437986639	0.9332463300897844	0.9560366543921883	0.912478095344769	0.9255900012568243	0.9370573387412131	0.6876969416772024	0.6156271282321747	0.9209468680244242	0.7111880915760539	0.7734810850734968	0.9236499592324396	0.5297414018866273	0.8792369526853735	0.883333882888424	0.10481705153481682	0.0878432507000984	0.4756502307521185	0.3754834188037821	0.4964405018752388	0.4422572046601403	0.40879293140763157	0.6307327343402038	0.5404188398207884	0.341506629944315	0.7805582032758394	0.5190181613080381	0.5443516078345895	0.46670333392706764	0.608773366941477	0.5170811291537485	0.7694503252637616	0.745043342066304	0.8875988450003104	0.8309181473951393	0.8316190669196564	0.7412743500458281	0.8648280919136823	0.8161439331950081	0.7777445649434345	0.6389891857786688	0.4896365691308336	0.4472963886801973	0.485733067224816	0.456702283762017	0.5764423939902772	0.4609338855817932	0.4845529689332558	0.48468799866131973	0.5640451711095015	0.5661628585521429	0.5434712979498247	0.5390475524367965	0.4479875431756992	0.5046616351563686	0.6612752647833453	0.7499808050345109	0.7733182339987992	0.6727747380757723	0.7702965229764861	0.681503814925533	0.6647884414713746	0.5848088773842951	0.8015224351745396	0.5870576938485917	0.6532319188836855	0.0091618722318436	0.49371089948019187	0.5678798272182725	0.07698033625801046	0.6260798337394197	0.2902645071085191	0.2650399312083569	0.5019812571989919	0.45853643116353127	0.4835319896550019	0.006099524017318287	0.009392801200928197	0.10418373033575962	0.013738514492108991	0.014017401254448093	0.10112931991484711	0.03288631580930578	0.1301970025125961	0.17406366517969224	0.2982688016375539	0.2942999606115756	0.006827385992547231	0.3010060101771614	0.1632216135618721	0.00932094665392481	0.006811126522124357	0.46865502026696815	0.2565174643983705
NFKBIA	0.6530065660155797	0.5352690823473918	0.5208037138769328	0.9927595433618819	0.9281943200546987	1.0041572914777734	0.5239604428195174	0.5237811133248903	0.6887311315020697	0.8871838737200777	0.7483490886324972	0.8872447811301412	0.8876643300348077	0.8876856447360951	0.7446116843966943	0.7497993555142708	0.0023175659952842926	-0.0016093283646409116	0.5308398097873391	0.10236237992111914	0.40795209875472926	0.679642393563644	0.6789117784605697	0.6816505320163933	0.6301421951083291	0.6770983905277883	0.6218155839763136	0.6298368154660615	0.5770071897831484	0.678962140321437	0.6398934588225822	0.6742859397188506	0.6512219712025548	0.6157428743788969	0.6281879027281965	0.6054404444820917	0.6207155709258882	0.5574318039527918	0.6451757833028985	0.7620463602951626	0.17143836872269264	0.17539075741985366	0.20171098286014266	0.2386216156566823	0.2147140685018679	0.2034061859849951	0.17448167208060195	0.2116615061734572	0.183604287476513	0.21219026968547283	0.1899405212447989	0.2576324191342311	0.15980141519505786	0.1910772953516043	0.1892868854593972	0.24330248899725795	0.2556066699732058	0.23551068656898905	0.23460607778392806	0.19790102115831312	0.19878468653236145	0.5087585637420196	0.4583096137240338	0.4566829944391079	0.3502883674276187	0.3448695674251342	0.3702699223269037	0.35077573317696237	0.2728537108643818	0.9986127757784179	0.9501683413243203	0.9601363601434612	0.4377661423937291	0.4578428499453797	0.4622311236176976	0.924169422330166	0.7970318058822006	0.9270793543205085	0.6153768804332251	0.8903458309145373	0.8616886175810823	0.8745884591938078	0.1653326034957807	0.18220271591634618	0.534861321865508	0.09407589713005393	0.18584598683619546	0.22673524640356113	0.18036383729364824	0.28201531440952576	0.22787775208946556	0.1841660804222515	0.1889615185692235	0.19704877311763702	0.9607695202219886	0.5160955089710654	0.7062163379773024	0.21570918570126232	0.9807659579071211	0.3697780130427135
FOS	0.8826437666787978	0.8358433599988775	0.8258707178415594	0.9751111476425834	0.9746234031860403	0.9748728772842858	0.828110756576544	0.8275096209463223	0.8930457117775309	0.8830451686785338	0.6058042447755903	0.8836549249831908	0.8831725455800717	0.8830093629592316	0.882108265421997	0.8817339829485427	0.0802697590036186	-0.00019575582599767332	0.2049082868684642	0.11211849307039379	0.01856876486243548	0.448323201930563	0.4479600675774582	0.4482014636133531	0.35220879580656383	0.4387743706510056	0.33828942016932656	0.35130026226024286	0.27042803188143977	0.4432362355055083	0.3687482768370669	0.4368753734150156	0.39571804181080056	0.3290092756750432	0.34854007384826463	0.31349174947120473	0.3367497368193545	0.24239168508304595	0.381530791224316	0.8827438287478538	0.1537130504619939	0.165811185100799	0.25098222056032243	0.32963833942009935	0.2727407934797201	0.2522218990613012	0.16464246810760788	0.2581430957111953	0.19476978460754324	0.2592938272866087	0.21034795948391435	0.37889735514051365	0.17958946588237454	0.2382880248149255	0.23609577034184007	0.34722739219208415	0.37133691679356884	0.3330221271880933	0.32837952422617817	0.25337351167060745	0.25462281188655694	0.7148495628809588	0.7043139946505051	0.7170774550034607	0.5532403695696816	0.5324577599167349	0.5813970320399481	0.5465337945261116	0.4031879501849144	0.9963355688091066	0.8517201433041834	0.8724703863256452	0.9366082364976409	0.7078556144824972	0.8235432755809682	0.7213567591491823	0.7630263718212249	0.7224923617081325	0.7065855699703556	0.722989578591306	0.6627511318830583	0.656206758166399	0.7808419683191754	0.5365072058269326	0.7303997596545864	0.7593904517440027	0.7730737912308889	0.3317966980960821	0.23386659892961648	0.4335036440047661	0.3228075993956335	0.2304953738766435	0.24443932839791432	0.8232793144563072	0.8615347848338096	0.9671819601923527	0.9970898849036041	0.8364984874215756	0.9110129037320187	0.5932877218425286
CREB1	0.9751352266466138	0.9510101621970731	0.9427848670311395	0.9293980719790848	0.9342456378383717	0.9339147684067175	0.9425153319824726	0.922889805171813	0.9828968605685962	0.9709219491972728	0.7523190041296051	0.9710723170382256	0.9713615555370961	0.9713320677543941	0.9710173502646993	0.9709244428844198	0.0599699369854632	-0.0008513709120145461	0.22402893393273474	0.10320611851591883	-0.0004029686066465999	0.5726175521421115	0.5699286987296108	0.5815009114742362	0.4435441305711791	0.5681698118597073	0.4240985945583779	0.4429689014238982	0.3273746198478234	0.5739755574008648	0.4673177300617331	0.5611097033235295	0.4957218964685245	0.4101417226084084	0.4391630356767094	0.38705401846534815	0.4215948984292781	0.28314652604824825	0.48232095632243743	0.9711247910523627	0.16129916764745292	0.17877909173181478	0.3027366391239935	0.41205740971808197	0.33211674742153313	0.3036574235215028	0.18132279932579243	0.3167198994433378	0.22650288812200275	0.31833992543927153	0.24876314137133412	0.4868517394757787	0.20293739916146436	0.2873042357452734	0.2841201583993209	0.44201474266275625	0.4762716091333889	0.4217690490599727	0.41532179856566326	0.3080177311161858	0.3105207119735436	0.8439367127189407	0.8329320327799534	0.842072897625979	0.709673569393767	0.6888038863631554	0.7353328758037712	0.7036119131840121	0.5215994130859649	0.9706877085432801	0.505834492199764	0.5985510653322702	0.8323514777548792	0.8321524749699699	0.8444972960137422	0.10222869863192167	0.2141640154455941	0.10929149652300138	0.07476793970472854	0.11148122580852692	-9.745731788538541e-05	-0.00021469662610995873	0.2737352313024501	0.2827892087471614	0.12588211769206326	0.19965923511612382	0.3855466619329245	0.408331518041014	0.26913905143614414	0.5522658210925786	0.39807404265305363	0.2642364216201079	0.28432290549258404	0.4156759220860991	0.5507495794774956	0.9062400631726988	0.9711619537520314	0.44647563299269744	0.7551530327489147	0.7383440654977754
GLI1	0.9829414341145051	0.943877605097015	0.9362328896624247	0.9359701029183685	0.9360286975572606	0.9356796566185415	0.9360664981394777	0.9361462415785121	0.9873638014976067	0.9831468698450887	0.7653475792765244	0.9832046526091145	0.9839858198938979	0.9840221799546762	0.983210856845421	0.983537617895299	0.02455843621760067	-0.0013532980138994594	0.20414934203871113	0.06980203603940756	-0.0008578262965561276	0.5843367721927245	0.5815211538234141	0.591820822643211	0.44290851458485714	0.5772550649942159	0.421451500369101	0.44209278906319777	0.3155424869275851	0.5832921802596485	0.46886600454931987	0.5675145961173329	0.49861960314132653	0.4057380194859087	0.4376342236408862	0.38034716122897166	0.4183062783337523	0.2664397316738279	0.48252558379160065	0.9834189083999532	0.13360075810453945	0.15253140137927013	0.2879643634253338	0.4047540640453075	0.3189166865380101	0.2885706089858683	0.15722599558023714	0.30482155023737123	0.20730635665349603	0.30659956882234723	0.23137338616716951	0.4886761458969746	0.18169186105298332	0.27297590328602445	0.2695248355986145	0.4401620838316139	0.47727082245495706	0.4183425534890538	0.41138182206262797	0.29563239640621564	0.298017280802874	0.8591481614167753	0.8479461608352584	0.8569660457525738	0.7238694076191803	0.7018816909302089	0.74997850219071	0.7177098148404706	0.5262806319651352	0.9831826973797279	0.5091846680035741	0.6091006361432569	0.8489382274126225	0.8477797220002046	0.8598911664349967	0.07478103929959007	0.19289633180700694	0.08120235652265596	0.04393810110903923	0.0823522376165502	-0.00048759161598151824	-0.0006160767192810111	0.26103609515867504	0.2708280232807723	0.10025491023738212	0.18072272301061296	0.3821499778044807	0.4063366227705952	0.25590091711257373	0.5621368998793123	0.3948002680337024	0.24905548465980346	0.2708442585885498	0.4148397778818042	0.5595072584447894	0.9212450518881302	0.9843115797794071	0.44821464565281016	0.7707490101262442	0.7544369507654158
SOX9	0.980043386500836	0.9406589270176469	0.9329590357979427	0.9326943943094336	0.9327534022669778	0.9324019012855361	0.9327914695628823	0.9328717758454557	0.984505672996776	0.980250675645671	0.7614537252654318	0.9803089752485321	0.9810971408897553	0.9811338279983531	0.9803152349106715	0.9806449207228303	0.03125132602321115	-0.0012584238097387399	0.20770333750661452	0.07570415707721957	-0.0007716119594467534	0.5812458422602844	0.5784794353391598	0.5885990862900649	0.4422894712714943	0.5742879093170743	0.42120748328605256	0.4414880030207871	0.3171495502268042	0.5802195077311189	0.46779327557780437	0.5647176845985135	0.4970268400303046	0.40576864301421933	0.4371073645162904	0.38082156681209584	0.4181172335199973	0.2689050141558338	0.48121411235301914	0.9805251461959504	0.1383878034845678	0.15698757650330358	0.2900534378559565	0.4048018851713856	0.3204647754921594	0.29064908744144147	0.16160011846956712	0.30661599433584363	0.21080517374110805	0.3083629366675811	0.23445155911180857	0.4872571747802899	0.18563836893448576	0.27532694639742605	0.27193619665680563	0.43959104270346494	0.47605119386626776	0.41815287465722834	0.4113138030685349	0.29758744876487053	0.29993065009237063	0.8554495068730823	0.8442056566602045	0.8532588439584652	0.720001380506791	0.6980551570221242	0.7460862156024373	0.7138514709804767	0.5242044087016872	0.9802868232776378	0.5074072484252596	0.6056606804944132	0.8452012262287333	0.8440386339977635	0.856195465843949	0.08059613719405778	0.19664700766881152	0.08690522247431086	0.05029227264746707	0.08803500591772487	-0.00040784824986674463	-0.0005340876873206145	0.2635958225346618	0.2732166070924637	0.10562477517932685	0.18468616951102657	0.38259287371446843	0.4063567838957444	0.2585503972587139	0.5594339798695919	0.3950220618549966	0.2518246094453345	0.2732325586391264	0.4147113206495095	0.5568502993736594	0.917869864361465	0.9814258169755671	0.44750286164790654	0.7668568446839089	0.750543238802552
STAT6	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.939931462791958	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.9825458350825989	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.9963768420097754	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.9979346808864917	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.9477861978269345	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222	0.15405443181851222
TEAD1	0.019593991074649174	0.24396703220855498	0.16466231893176309	0.04102203935968719	0.018735338075827963	0.01835423189141236	0.018296663721407883	0.056070963925219465	0.018821172017586464	0.6870631058339207	0.018647358795093234	0.021975893689333965	0.6878709632208643	0.687928241398614	0.6870900456183372	0.6879239206500442	0.976356556951969	0.9816673120444129	0.9881026426490146	0.023209606987662612	0.018913679525270267	0.6864196372337271	0.6864166009712894	0.6864493895071078	0.6869730595214184	0.46035637247350647	0.6870769347385733	0.6870058035788453	0.9881026426808194	0.6702783713093414	0.6868771516928784	0.018490787384513433	0.01873056940142676	0.022490862223634	0.2627999915530028	0.02032849199848165	0.02377845376041883	0.017964071861862958	0.018627024495461227	0.01841236841721011	0.018002763636293575	0.018017573291611518	0.019921073521123576	0.018020687146637016	0.018414628963861385	0.01898382676653248	0.022234292834366003	0.6580798324326498	0.6825736686457248	0.673289410762182	0.6684438172307138	0.6868717668505008	0.6878190741284773	0.6876582607591284	0.6876684680759868	0.6307622477567544	0.6868846611713949	0.6871106073128089	0.6871218581687221	0.6875128833970232	0.6382341726171495	0.687041092575971	0.6841287573120585	0.6589156642223836	0.6858893680664694	0.023169642590255238	0.6857412764418667	0.6859412108812332	0.6867413102549096	0.018005281304381636	0.01962854604474306	0.019216387796714345	0.41169185717856804	0.45964567599380396	0.01859340992517288	0.6877924368483768	0.01814919123731675	0.02342809415042664	0.023113720120711997	0.01872654662622162	0.01867815855441093	0.018448046604448504	0.6873736414001391	0.6873954216635639	0.6877953028766512	0.6864089374854195	0.018851589718945152	0.685997543155919	0.6876239808595619	0.6865072440297372	0.6871405272893533	0.021855929969771093	0.022467314611725405	0.6767099863836972	0.6692640130223747	0.6187153988436332	0.6831907866968644	0.6828868247975841	0.6855072221464314	0.6613041766633371
MITF	-0.008732789141610213	-0.011190107762248555	-0.01091904654152272	-0.008786410386059939	-0.009538877530849234	-0.009538171977613828	-0.010897996066078452	-0.007421562035535712	-0.009529660404305496	-0.005791539503870653	-0.006791931759833536	-0.007748634387650729	0.33946925344967427	0.4843837525346989	-0.006426926035045489	0.2830001386012161	0.10314015468212204	-0.006637929520696429	0.6273858496305142	-0.003621857667850237	-0.0038646572979074674	0.9311886762821867	0.9367674261545846	0.6994046367701827	0.79397127815649	0.6739760012341529	0.7354728192849006	0.7667549732745034	0.4570494914001078	0.6106490017479455	0.8184220675875336	0.07932672964280464	0.6432642856517812	0.6042351675577797	0.7096063846195202	0.4963252937195266	0.6460391102333789	0.11635313459751837	0.19135917355649226	-0.004124180583652143	-0.0011649742037321373	-0.001196007200980593	0.2022303761865911	-0.002815081447134692	-0.0005372213533499601	0.08888978640014826	0.4414869175184706	0.6825776416520998	0.7303665834223351	0.6873866992688801	0.7205289174897989	0.5506049447422176	0.7159673680685373	0.6888230148372338	0.688659076033909	0.5713348533250125	0.5677937806577651	0.6056829361600162	0.6128530435687303	0.7296574647603544	0.6631933475425426	0.39709836796945336	0.17684212901062343	0.10367882576876794	0.3727264191959259	0.11359982448105319	0.3535042686526759	0.38976365661008977	0.5366150021893242	0.003821195009946145	0.5328546632672383	0.4135361081801054	0.9598684593836129	0.6774609326555427	0.5649227664128262	0.9402177986463106	0.4656224656411994	0.8501916221808165	0.8639640463412068	0.6667571162925657	0.7185623573741138	0.6900591857395084	0.9606858746186531	0.9598065923458086	0.9314010723420401	0.9586363802610937	0.9585608922570704	0.932420730803426	0.9533414840797375	0.9223915335263806	0.9057475215755427	0.8455822767207	0.8478828542172051	0.9604920951180926	0.8439780317978219	0.9100442110520081	0.9598258459581773	0.9604964273217002	0.7074165811213096	0.86837536485754
CEBPA	-0.0017720996844330112	-0.0021865052986329617	-0.0021438971846171827	-0.0017808374348724314	-0.0019159813594780359	-0.0019157947840272472	-0.0021405691786770555	-0.0015129490224726012	-0.0019145792119002328	-0.001060593458694732	-0.0012767915715088615	-0.0015072310353525151	0.29960023883539183	0.4311651666363724	-0.0012776954862676463	0.24125372968315056	0.13978243568473991	-0.0013082772205912938	0.6136541130167791	-0.000497770445306946	-0.0004736335558729807	0.9422794316177256	0.948002408294019	0.6889098594603048	0.7987334731162792	0.6596112623346875	0.7344184005804022	0.7690616417121097	0.42002807705840606	0.5828287723591028	0.8249663868923235	0.1359287026741534	0.6255325001367775	0.5813885073333602	0.7047647150049442	0.4601724918358665	0.6309190931835651	0.16047788137738878	0.20286887246634255	-0.0006899553284686346	0.03657181361133419	0.03513883605674617	0.19573372088367885	-0.0002579786910883469	0.06153291802713493	0.13043786613639333	0.3817513644841166	0.652375450304115	0.7127747146805539	0.6584077183290449	0.7004969821898333	0.4901211971289485	0.6954639221766038	0.6605837837487353	0.6604207238304618	0.5143604432395241	0.5097547566259153	0.553609131845904	0.5621019260892628	0.7103488526603255	0.6276912291208987	0.3319130152504821	0.17396944284377167	0.13257217871557672	0.3130830958865935	0.14035643194438008	0.297153236927158	0.32738946454952356	0.47372954987652915	0.08179317044397566	0.46813552187636137	0.34839099538385015	0.9666720352975054	0.636030194724422	0.4974955024456973	0.948102467671096	0.40208575453017165	0.8511452132508113	0.8666708941858328	0.6333825821298913	0.6994921002321662	0.6646196264021512	0.9692648602032398	0.9683618803973324	0.9389008158332607	0.9672755606525566	0.9667436191923429	0.9393725524155243	0.9617120689940295	0.9282546851252798	0.9110194673934712	0.8459313243753781	0.8483493499753519	0.9684875089024183	0.8418318762906726	0.9122679457248545	0.9658979973217849	0.9686013929881636	0.6762787268243652	0.8684556248570924
ZBTB17	-0.0017925151022757202	-0.0022085571661708274	-0.0021657807966276063	-0.001801287357288807	-0.0019369649528357448	-0.001936777640615641	-0.0021624396486977964	-0.001532341078161824	-0.0019355572683059847	-0.001078199203824731	-0.0012952510631222228	-0.0015266005112359639	0.2994415767506522	0.4315260423634188	-0.001296158547357336	0.24086466259460815	0.13899266777931438	-0.0013268610461399976	0.614686336294713	-0.0005131536540688896	-0.0004889214502762323	0.9430472983600807	0.9487585667299139	0.6899524091624699	0.7997155102654911	0.6606548012103046	0.7354467538830273	0.770068866355297	0.4203449734419775	0.5837885537303945	0.8259207083179368	0.13512371673114754	0.6265691544993223	0.582342601230396	0.7058040668723795	0.46064791482495143	0.6319574108329291	0.15976983788551935	0.20232822710342688	-0.0007060974576763607	0.03537447644226586	0.03393584019097571	0.19516489946273619	-0.0002724149842447897	0.06043414996599434	0.1296111973843942	0.3819171096465718	0.6534182501016539	0.7138117401732162	0.6594511612823822	0.7015373787217051	0.49071488480356823	0.6965053766431178	0.6616273922612487	0.6614643211581798	0.5150498494699484	0.5104259754230699	0.5544535275414907	0.5629798590490043	0.7113866330722962	0.6287285759933096	0.33188195335092874	0.1733146762885372	0.13175393816785366	0.31297767636555285	0.1395689306974453	0.2969849118567118	0.327340539563873	0.4742585084422029	0.08077440825813033	0.46864239013943815	0.34842500351385736	0.967388309973179	0.6370698909239075	0.4981183105744665	0.9488584192406618	0.40233179833060806	0.8520667811249164	0.8675706334182199	0.6344215884951612	0.7005327230394991	0.6656634487048553	0.9699753914458781	0.9690744175108412	0.9396754806525276	0.9679905028948171	0.9674597359698098	0.9401462731441035	0.9624391917297601	0.9290502171660007	0.9118469993694198	0.8468598214174222	0.8492746586005279	0.9691997673079975	0.8427656796888321	0.9130932337397772	0.9666159769269779	0.9693133986397846	0.6773224860484385	0.8693527401381282
TCF3	0.7327081115102232	0.9746296335212232	-0.001212914909368937	-0.0011675612769553067	-0.0011675743735585764	-0.0011663110263962979	-0.001166067324953664	-0.0011819450843870891	-0.0011690517883692318	0.7099765549661106	0.6443962813923866	0.6970355721442935	0.739586343610479	0.7041501541149658	0.7323309104337152	0.7524976955929282	0.6172025655023412	0.9661514932538298	0.6208853124633298	0.15293999677631778	0.4299578487902208	0.6313400230825029	0.6578474471475346	0.6433486190552047	-0.0005336973037411666	0.6296091445539155	0.6623169208415361	0.6386997862766185	0.6028338154299603	0.6773947834108819	-0.0008017581092444833	0.6389561138323707	0.6211459790897961	0.6117003535921743	0.615002335147612	0.6093055842625044	0.6130726734208636	0.5976673406222276	0.6313306188192035	0.7325199463291647	-0.0011942141246929195	0.49032973959136067	0.6484377341980001	0.9681436630191096	0.6453043147411109	0.6493256093614274	0.4915628913233491	0.505571521553226	0.4973466379750234	0.5061189322825569	0.49901205956265193	0.9783370555336082	0.6737061244481864	0.6365688544850375	0.636295017555368	-0.0011837880770259265	0.24590830122391194	0.6590739237380075	-3.49729444573108e-05	-0.0011688297806947594	-0.0012027338271957209	0.95737845702479	0.9829495438574805	0.990957179481027	0.991731432216316	0.6700614874456251	0.9926540452566299	0.9907984609965927	0.9798064760378105	0.7260380646678704	0.41961867831491423	0.5357503503311759	-0.0011180542128443702	0.3227392862872313	0.9929256917858739	0.6238316817298041	0.6321935002112054	0.6238526615477662	0.6205779870605228	0.8896932800434472	0.6133843624075015	0.6123839850468046	0.6360721068822558	0.63662977409151	0.6419677003207845	0.6306127253062666	0.6459243297126064	0.6584473332054444	0.634945522857069	0.6587758716138327	0.6462422722367193	0.6474613615819205	0.6500687507387058	-0.00031526769746638726	0.01606004758440454	-0.0011336285185347451	0.7361474382677786	0.6616770071967787	0.9925128038595241	0.683290175898583
